"(226, 203, 204, 255)","(208, 161, 172, 255)"
"(239, 173, 128, 255)","(228, 136, 109, 255)"
"(213, 175, 150, 255)","(191, 100, 103, 255)"
"(203, 172, 159, 255)","(207, 143, 159, 255)"
"(197, 192, 188, 255)","(180, 138, 158, 255)"
"(208, 161, 117, 255)","(188, 123, 105, 255)"
"(215, 175, 157, 255)","(202, 113, 126, 255)"
"(182, 158, 152, 255)","(189, 122, 147, 255)"
"(178, 142, 124, 255)","(194, 115, 98, 255)"
"(214, 186, 182, 255)","(205, 148, 166, 255)"
"(218, 195, 186, 255)","(165, 103, 110, 255)"
"(207, 172, 155, 255)","(188, 133, 129, 255)"
"(214, 182, 179, 255)","(210, 135, 149, 255)"
"(232, 202, 173, 255)","(224, 166, 148, 255)"
"(223, 191, 187, 255)","(219, 137, 158, 255)"
"(198, 171, 158, 255)","(188, 127, 132, 255)"
"(163, 112, 95, 255)","(154, 76, 76, 255)"
"(220, 173, 163, 255)","(213, 131, 147, 255)"
"(222, 198, 192, 255)","(213, 146, 165, 255)"
"(219, 192, 189, 255)","(204, 131, 148, 255)"
"(231, 207, 197, 255)","(220, 157, 156, 255)"
"(220, 173, 159, 255)","(207, 94, 98, 255)"
"(216, 197, 203, 255)","(219, 142, 173, 255)"
"(228, 166, 132, 255)","(223, 115, 130, 255)"
"(203, 163, 147, 255)","(190, 114, 127, 255)"
"(235, 204, 187, 255)","(231, 165, 152, 255)"
"(193, 147, 129, 255)","(201, 99, 79, 255)"
"(217, 186, 175, 255)","(214, 155, 159, 255)"
"(198, 179, 166, 255)","(178, 120, 133, 255)"
"(216, 190, 172, 255)","(212, 156, 171, 255)"
"(218, 182, 183, 255)","(211, 112, 133, 255)"
"(217, 196, 187, 255)","(217, 148, 169, 255)"
"(219, 190, 182, 255)","(181, 122, 125, 255)"
"(228, 195, 179, 255)","(225, 133, 143, 255)"
"(246, 206, 180, 255)","(236, 160, 150, 255)"
"(218, 194, 195, 255)","(196, 143, 157, 255)"
"(220, 178, 169, 255)","(200, 123, 128, 255)"
"(246, 201, 179, 255)","(236, 160, 148, 255)"
"(201, 173, 156, 255)","(186, 125, 137, 255)"
"(219, 192, 189, 255)","(204, 131, 148, 255)"
"(222, 183, 162, 255)","(192, 132, 125, 255)"
"(219, 198, 186, 255)","(230, 125, 136, 255)"
"(210, 171, 161, 255)","(203, 111, 143, 255)"
"(202, 174, 186, 255)","(192, 101, 142, 255)"
"(212, 170, 145, 255)","(188, 100, 101, 255)"
"(232, 198, 185, 255)","(228, 129, 136, 255)"
"(223, 190, 180, 255)","(217, 151, 151, 255)"
"(212, 199, 215, 255)","(221, 162, 213, 255)"
"(208, 179, 177, 255)","(202, 118, 135, 255)"
"(163, 134, 117, 255)","(175, 115, 112, 255)"
"(228, 198, 190, 255)","(212, 132, 145, 255)"
"(196, 152, 125, 255)","(191, 94, 112, 255)"
"(210, 206, 220, 255)","(223, 126, 191, 255)"
"(206, 153, 95, 255)","(193, 104, 76, 255)"
"(208, 179, 176, 255)","(203, 113, 126, 255)"
"(186, 147, 122, 255)","(162, 92, 86, 255)"
"(204, 176, 172, 255)","(195, 122, 135, 255)"
"(209, 188, 182, 255)","(199, 146, 157, 255)"
"(194, 166, 159, 255)","(180, 114, 126, 255)"
"(165, 115, 96, 255)","(154, 75, 73, 255)"
"(198, 165, 159, 255)","(186, 127, 136, 255)"
"(197, 167, 165, 255)","(172, 111, 120, 255)"
"(211, 166, 136, 255)","(217, 129, 148, 255)"
"(224, 188, 182, 255)","(216, 133, 150, 255)"
"(204, 157, 147, 255)","(191, 106, 132, 255)"
"(194, 158, 154, 255)","(181, 129, 141, 255)"
"(231, 211, 206, 255)","(223, 148, 155, 255)"
"(216, 194, 179, 255)","(199, 132, 149, 255)"
"(234, 208, 212, 255)","(239, 123, 205, 255)"
"(221, 195, 206, 255)","(191, 105, 150, 255)"
"(222, 198, 192, 255)","(213, 146, 165, 255)"
"(219, 195, 196, 255)","(180, 131, 144, 255)"
"(222, 191, 201, 255)","(222, 105, 195, 255)"
"(216, 185, 175, 255)","(180, 116, 119, 255)"
"(199, 162, 143, 255)","(191, 105, 113, 255)"
"(201, 169, 156, 255)","(192, 120, 134, 255)"
"(209, 173, 156, 255)","(192, 117, 133, 255)"
"(245, 173, 119, 255)","(228, 133, 98, 255)"
"(221, 186, 171, 255)","(201, 130, 133, 255)"
"(234, 186, 166, 255)","(238, 131, 105, 255)"
"(205, 153, 112, 255)","(187, 94, 79, 255)"
"(227, 191, 184, 255)","(222, 126, 115, 255)"
"(191, 159, 139, 255)","(188, 99, 101, 255)"
"(208, 168, 156, 255)","(235, 166, 195, 255)"
"(215, 180, 157, 255)","(186, 113, 108, 255)"
"(214, 181, 160, 255)","(208, 109, 112, 255)"
"(218, 190, 178, 255)","(209, 131, 140, 255)"
"(190, 146, 118, 255)","(159, 54, 45, 255)"
"(185, 167, 166, 255)","(181, 130, 154, 255)"
"(195, 162, 138, 255)","(181, 127, 119, 255)"
"(196, 153, 128, 255)","(186, 97, 92, 255)"
"(223, 200, 197, 255)","(223, 142, 166, 255)"
"(210, 183, 161, 255)","(206, 110, 116, 255)"
"(208, 180, 174, 255)","(203, 147, 161, 255)"
"(213, 189, 179, 255)","(212, 133, 148, 255)"
"(225, 179, 143, 255)","(213, 141, 112, 255)"
"(199, 168, 161, 255)","(204, 133, 143, 255)"
"(240, 202, 161, 255)","(230, 148, 138, 255)"
"(217, 165, 126, 255)","(183, 108, 91, 255)"
"(220, 183, 165, 255)","(213, 125, 137, 255)"
"(190, 162, 153, 255)","(178, 88, 94, 255)"
"(219, 199, 182, 255)","(220, 173, 175, 255)"
"(226, 181, 147, 255)","(227, 132, 128, 255)"
"(231, 195, 171, 255)","(221, 140, 142, 255)"
"(197, 176, 175, 255)","(177, 124, 141, 255)"
"(213, 157, 112, 255)","(186, 110, 81, 255)"
"(219, 193, 192, 255)","(184, 133, 140, 255)"
"(221, 184, 166, 255)","(215, 118, 128, 255)"
"(235, 182, 160, 255)","(208, 118, 110, 255)"
"(226, 195, 182, 255)","(215, 168, 168, 255)"
"(175, 126, 93, 255)","(170, 104, 93, 255)"
"(181, 156, 129, 255)","(203, 132, 150, 255)"
"(213, 183, 175, 255)","(188, 142, 141, 255)"
"(194, 177, 176, 255)","(178, 141, 167, 255)"
"(218, 174, 181, 255)","(182, 89, 130, 255)"
"(194, 139, 109, 255)","(168, 76, 68, 255)"
"(202, 177, 170, 255)","(187, 140, 151, 255)"
"(218, 181, 154, 255)","(202, 109, 106, 255)"
"(200, 171, 165, 255)","(190, 104, 120, 255)"
"(246, 208, 215, 255)","(244, 209, 210, 255)"
"(210, 172, 170, 255)","(203, 141, 160, 255)"
"(191, 162, 152, 255)","(172, 108, 117, 255)"
"(181, 155, 145, 255)","(178, 112, 119, 255)"
"(166, 123, 115, 255)","(170, 109, 130, 255)"
"(219, 198, 196, 255)","(202, 156, 166, 255)"
"(193, 172, 165, 255)","(179, 110, 110, 255)"
"(221, 182, 174, 255)","(218, 146, 160, 255)"
"(216, 179, 157, 255)","(213, 119, 125, 255)"
"(239, 214, 210, 255)","(230, 172, 191, 255)"
"(212, 141, 107, 255)","(185, 96, 87, 255)"
"(213, 186, 192, 255)","(210, 98, 162, 255)"
"(207, 154, 134, 255)","(188, 115, 113, 255)"
"(215, 183, 174, 255)","(175, 111, 114, 255)"
"(232, 206, 196, 255)","(213, 169, 174, 255)"
"(161, 139, 146, 255)","(175, 130, 145, 255)"
"(211, 176, 172, 255)","(210, 114, 169, 255)"
"(187, 169, 164, 255)","(185, 128, 158, 255)"
"(173, 136, 110, 255)","(143, 99, 87, 255)"
"(190, 152, 139, 255)","(166, 95, 89, 255)"
"(201, 173, 160, 255)","(183, 118, 133, 255)"
"(187, 168, 156, 255)","(170, 57, 61, 255)"
"(171, 124, 119, 255)","(140, 37, 68, 255)"
"(212, 173, 160, 255)","(204, 148, 140, 255)"
"(215, 179, 163, 255)","(202, 112, 95, 255)"
"(171, 124, 96, 255)","(162, 89, 83, 255)"
"(204, 176, 160, 255)","(197, 109, 118, 255)"
"(215, 176, 154, 255)","(207, 112, 112, 255)"
"(228, 208, 207, 255)","(220, 145, 167, 255)"
"(214, 190, 188, 255)","(193, 144, 154, 255)"
"(224, 196, 171, 255)","(221, 131, 128, 255)"
"(212, 189, 183, 255)","(203, 140, 156, 255)"
"(212, 176, 162, 255)","(209, 127, 122, 255)"
"(222, 184, 175, 255)","(216, 130, 129, 255)"
"(206, 169, 161, 255)","(195, 106, 107, 255)"
"(187, 136, 110, 255)","(189, 117, 108, 255)"
"(240, 202, 161, 255)","(230, 148, 138, 255)"
"(200, 164, 155, 255)","(187, 130, 136, 255)"
"(210, 181, 169, 255)","(213, 119, 135, 255)"
"(171, 129, 113, 255)","(150, 91, 94, 255)"
"(213, 157, 117, 255)","(190, 102, 90, 255)"
"(213, 180, 158, 255)","(205, 120, 124, 255)"
"(206, 158, 137, 255)","(191, 122, 118, 255)"
"(228, 170, 152, 255)","(225, 93, 109, 255)"
"(205, 187, 172, 255)","(193, 116, 110, 255)"
"(202, 181, 171, 255)","(191, 127, 138, 255)"
"(233, 200, 182, 255)","(232, 122, 144, 255)"
"(222, 178, 168, 255)","(204, 111, 126, 255)"
"(240, 157, 106, 255)","(213, 115, 83, 255)"
"(192, 158, 140, 255)","(165, 94, 95, 255)"
"(213, 155, 135, 255)","(187, 91, 85, 255)"
"(219, 198, 196, 255)","(202, 156, 166, 255)"
"(218, 188, 180, 255)","(186, 124, 130, 255)"
"(194, 138, 112, 255)","(179, 103, 91, 255)"
"(195, 167, 161, 255)","(202, 145, 159, 255)"
"(206, 179, 200, 255)","(209, 97, 187, 255)"
"(226, 208, 209, 255)","(212, 132, 177, 255)"
"(178, 159, 151, 255)","(188, 128, 131, 255)"
"(199, 160, 152, 255)","(189, 104, 124, 255)"
"(232, 217, 215, 255)","(230, 156, 172, 255)"
"(174, 152, 144, 255)","(154, 82, 81, 255)"
"(213, 183, 175, 255)","(188, 142, 141, 255)"
"(210, 170, 147, 255)","(218, 108, 109, 255)"
"(183, 146, 131, 255)","(168, 104, 111, 255)"
"(224, 183, 128, 255)","(213, 133, 105, 255)"
"(214, 187, 179, 255)","(199, 133, 139, 255)"
"(230, 205, 196, 255)","(228, 152, 164, 255)"
"(208, 180, 173, 255)","(192, 132, 138, 255)"
"(173, 133, 126, 255)","(174, 92, 96, 255)"
"(201, 175, 170, 255)","(208, 153, 177, 255)"
"(237, 201, 188, 255)","(226, 138, 148, 255)"
"(197, 167, 159, 255)","(187, 123, 132, 255)"
"(205, 153, 112, 255)","(187, 94, 79, 255)"
"(203, 177, 166, 255)","(199, 140, 167, 255)"
"(210, 171, 157, 255)","(181, 94, 92, 255)"
"(199, 166, 156, 255)","(194, 142, 149, 255)"
"(216, 181, 166, 255)","(205, 120, 128, 255)"
"(207, 183, 181, 255)","(218, 123, 130, 255)"
"(208, 171, 165, 255)","(194, 121, 135, 255)"
"(221, 190, 168, 255)","(228, 120, 154, 255)"
"(219, 205, 217, 255)","(222, 129, 205, 255)"
"(215, 199, 219, 255)","(190, 128, 158, 255)"
"(207, 161, 127, 255)","(190, 123, 113, 255)"
"(229, 191, 174, 255)","(238, 146, 168, 255)"
"(164, 118, 103, 255)","(166, 85, 93, 255)"
"(214, 190, 188, 255)","(193, 144, 154, 255)"
"(218, 163, 123, 255)","(183, 99, 83, 255)"
"(170, 144, 139, 255)","(170, 118, 120, 255)"
"(227, 182, 155, 255)","(234, 124, 128, 255)"
"(248, 178, 133, 255)","(229, 136, 104, 255)"
"(188, 168, 165, 255)","(181, 129, 154, 255)"
"(178, 145, 125, 255)","(154, 110, 105, 255)"
"(220, 198, 187, 255)","(210, 145, 156, 255)"
"(232, 209, 205, 255)","(212, 155, 158, 255)"
"(214, 170, 150, 255)","(206, 105, 87, 255)"
"(229, 189, 167, 255)","(218, 111, 117, 255)"
"(223, 195, 179, 255)","(215, 65, 66, 255)"
"(222, 183, 162, 255)","(192, 132, 125, 255)"
"(220, 162, 148, 255)","(215, 94, 94, 255)"
"(199, 167, 147, 255)","(179, 120, 119, 255)"
"(203, 163, 153, 255)","(199, 121, 118, 255)"
"(193, 161, 150, 255)","(183, 106, 115, 255)"
"(217, 171, 138, 255)","(193, 107, 113, 255)"
"(203, 179, 168, 255)","(188, 129, 141, 255)"
"(226, 196, 192, 255)","(225, 159, 188, 255)"
"(232, 189, 165, 255)","(221, 143, 126, 255)"
"(223, 178, 149, 255)","(217, 114, 112, 255)"
"(239, 199, 173, 255)","(230, 151, 135, 255)"
"(167, 142, 136, 255)","(154, 87, 84, 255)"
"(208, 163, 164, 255)","(181, 97, 113, 255)"
"(213, 188, 175, 255)","(192, 127, 145, 255)"
"(196, 154, 126, 255)","(172, 120, 107, 255)"
"(192, 165, 155, 255)","(176, 128, 134, 255)"
"(239, 174, 133, 255)","(222, 121, 101, 255)"
"(232, 179, 145, 255)","(217, 94, 101, 255)"
"(182, 155, 150, 255)","(170, 110, 113, 255)"
"(225, 201, 201, 255)","(209, 145, 157, 255)"
"(219, 177, 159, 255)","(221, 125, 134, 255)"
"(176, 127, 98, 255)","(167, 82, 78, 255)"
"(226, 181, 154, 255)","(212, 122, 135, 255)"
"(207, 176, 189, 255)","(198, 80, 170, 255)"
"(225, 200, 186, 255)","(249, 149, 157, 255)"
"(205, 154, 133, 255)","(201, 101, 129, 255)"
"(202, 166, 157, 255)","(179, 116, 126, 255)"
"(210, 174, 150, 255)","(185, 104, 109, 255)"
"(228, 192, 175, 255)","(217, 129, 131, 255)"
"(214, 193, 182, 255)","(205, 136, 149, 255)"
"(209, 188, 182, 255)","(199, 146, 157, 255)"
"(217, 189, 185, 255)","(201, 121, 141, 255)"
"(208, 178, 171, 255)","(192, 137, 148, 255)"
"(215, 176, 165, 255)","(202, 113, 130, 255)"
"(195, 167, 161, 255)","(202, 145, 159, 255)"
"(231, 196, 183, 255)","(222, 160, 166, 255)"
"(218, 197, 192, 255)","(204, 130, 140, 255)"
"(212, 173, 151, 255)","(186, 119, 116, 255)"
"(181, 132, 87, 255)","(174, 87, 65, 255)"
"(217, 186, 183, 255)","(205, 120, 139, 255)"
"(193, 151, 134, 255)","(183, 113, 119, 255)"
"(194, 176, 175, 255)","(172, 123, 142, 255)"
"(219, 200, 186, 255)","(238, 134, 145, 255)"
"(221, 200, 192, 255)","(205, 137, 145, 255)"
"(201, 167, 162, 255)","(198, 150, 158, 255)"
